"","stock.id","species","stock","region","sub.region","broodyear","spawners","recruits","use","odd_even","logR_S"
"1795",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1996,821312,139210,1,"even",-1.77491947722152
"1797",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1998,132402,173594,1,"even",0.270876490287983
"1799",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",2000,135285,317895,1,"even",0.854337475290866
"1801",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",2002,317661,582216,1,"even",0.605856736476912
"1846",245,"Pink","Nome","AYK","AYK",1971,7765,20369,1,"odd",0.964387680631353
"1848",245,"Pink","Nome","AYK","AYK",1973,14940,42226,1,"odd",1.03899396536122
"1850",245,"Pink","Nome","AYK","AYK",1975,33796,59365,1,"odd",0.563362374827157
"1852",245,"Pink","Nome","AYK","AYK",1977,56527,25830,1,"odd",-0.783181793004418
"1854",245,"Pink","Nome","AYK","AYK",1979,13617,18811,1,"odd",0.323122792968445
"1856",245,"Pink","Nome","AYK","AYK",1981,10025,198304,1,"odd",2.98471923358706
"1858",245,"Pink","Nome","AYK","AYK",1983,189910,24887,1,"odd",-2.03220469694448
"1860",245,"Pink","Nome","AYK","AYK",1985,22770,3101,1,"odd",-1.99371923995734
"1862",245,"Pink","Nome","AYK","AYK",1987,1850,58808,1,"odd",3.45909226098155
"1864",245,"Pink","Nome","AYK","AYK",1989,57761,36729,1,"odd",-0.452747173694205
"1866",245,"Pink","Nome","AYK","AYK",1991,36535,262453,1,"odd",1.97180131313851
"1868",245,"Pink","Nome","AYK","AYK",1993,261580,268188,1,"odd",0.0249480630562796
"1870",245,"Pink","Nome","AYK","AYK",1995,267852,36105,1,"odd",-2.00400322926173
"1872",245,"Pink","Nome","AYK","AYK",1997,35930,179924,1,"odd",1.61096193838166
"1874",245,"Pink","Nome","AYK","AYK",1999,179866,6620,1,"odd",-3.30211675926048
"1876",245,"Pink","Nome","AYK","AYK",2001,6507,11863,1,"odd",0.600545792166119
"1878",245,"Pink","Nome","AYK","AYK",2003,11356,925575,1,"odd",4.40066892739663
"1880",245,"Pink","Nome","AYK","AYK",2005,920500,449528,1,"odd",-0.716718857266561
"1882",245,"Pink","Nome","AYK","AYK",2007,448678,537025,1,"odd",0.179739167112789
"1884",245,"Pink","Nome","AYK","AYK",2009,536538,122284,1,"odd",-1.47879118071603
"1887",246,"Pink","Moses-Norton","AYK","AYK",1963,8134,10245,1,"odd",0.23073697420583
"1889",246,"Pink","Moses-Norton","AYK","AYK",1965,8668,6006,1,"odd",-0.366879114112974
"1891",246,"Pink","Moses-Norton","AYK","AYK",1967,3587,90032,1,"odd",3.22284896414078
"1893",246,"Pink","Moses-Norton","AYK","AYK",1969,69471,26194,1,"odd",-0.975379022396725
"1895",246,"Pink","Moses-Norton","AYK","AYK",1971,24134,91535,1,"odd",1.33309977815157
"1897",246,"Pink","Moses-Norton","AYK","AYK",1973,79277,118098,1,"odd",0.398566739518231
"1899",246,"Pink","Moses-Norton","AYK","AYK",1975,111181,70687,1,"odd",-0.452897823443392
"1901",246,"Pink","Moses-Norton","AYK","AYK",1977,57184,232441,1,"odd",1.40236229040614
"1903",246,"Pink","Moses-Norton","AYK","AYK",1979,178616,602910,1,"odd",1.21652968176026
"1905",246,"Pink","Moses-Norton","AYK","AYK",1981,567472,318704,1,"odd",-0.576928636598372
"1907",246,"Pink","Moses-Norton","AYK","AYK",1983,297742,33376,1,"odd",-2.18839026087809
"1909",246,"Pink","Moses-Norton","AYK","AYK",1985,31537,6731,1,"odd",-1.54443773867103
"1911",246,"Pink","Moses-Norton","AYK","AYK",1987,6147,27487,1,"odd",1.49774900770416
"1913",246,"Pink","Moses-Norton","AYK","AYK",1989,27487,203064,1,"odd",1.99980803466127
"1915",246,"Pink","Moses-Norton","AYK","AYK",1991,199509,77301,1,"odd",-0.948152455974015
"1917",246,"Pink","Moses-Norton","AYK","AYK",1993,75285,48351,1,"odd",-0.442794007566316
"1919",246,"Pink","Moses-Norton","AYK","AYK",1995,39829,47405,1,"odd",0.174132418195038
"1921",246,"Pink","Moses-Norton","AYK","AYK",1997,44296,7905,1,"odd",-1.72339890885923
"1923",246,"Pink","Moses-Norton","AYK","AYK",1999,4398,15016,1,"odd",1.22796640715164
"1925",246,"Pink","Moses-Norton","AYK","AYK",2001,8423,40107,1,"odd",1.56058482333587
"1927",246,"Pink","Moses-Norton","AYK","AYK",2003,33399,774122,1,"odd",3.14320352449291
"1929",246,"Pink","Moses-Norton","AYK","AYK",2005,770401,139965,1,"odd",-1.70551876715598
"1931",246,"Pink","Moses-Norton","AYK","AYK",2007,136575,250217,1,"odd",0.605454627086314
"1933",246,"Pink","Moses-Norton","AYK","AYK",2009,245594,28123,1,"odd",-2.16709201912219
"402",209,"Pink","BC South (no Fraser)","BC South","BC South",1954,568550,1505671,1,"even",0.973904664928004
"404",209,"Pink","BC South (no Fraser)","BC South","BC South",1956,585625,2125741,1,"even",1.28919607346442
"406",209,"Pink","BC South (no Fraser)","BC South","BC South",1958,754600,574348,1,"even",-0.272952323142126
"408",209,"Pink","BC South (no Fraser)","BC South","BC South",1960,226950,1441336,1,"even",1.84859601132556
"410",209,"Pink","BC South (no Fraser)","BC South","BC South",1962,684425,1480699,1,"even",0.771690482861304
"412",209,"Pink","BC South (no Fraser)","BC South","BC South",1964,619750,4769730,1,"even",2.04072880759145
"414",209,"Pink","BC South (no Fraser)","BC South","BC South",1966,1322575,5194673,1,"even",1.36805308351314
"416",209,"Pink","BC South (no Fraser)","BC South","BC South",1968,1476875,3576126,1,"even",0.884351722630827
"418",209,"Pink","BC South (no Fraser)","BC South","BC South",1970,1149655,1495889,1,"even",0.263258781572369
"420",209,"Pink","BC South (no Fraser)","BC South","BC South",1972,713150,2713162,1,"even",1.33617824640217
"422",209,"Pink","BC South (no Fraser)","BC South","BC South",1974,1122400,5569229,1,"even",1.60178737444441
"424",209,"Pink","BC South (no Fraser)","BC South","BC South",1976,1677735,2439768,1,"even",0.374458283346449
"426",209,"Pink","BC South (no Fraser)","BC South","BC South",1978,1089485,2607745,1,"even",0.872780755686021
"428",209,"Pink","BC South (no Fraser)","BC South","BC South",1980,1405716,740024,1,"even",-0.641619442397709
"430",209,"Pink","BC South (no Fraser)","BC South","BC South",1982,545824,598056,1,"even",0.0913878155926544
"432",209,"Pink","BC South (no Fraser)","BC South","BC South",1984,358582,1931171,1,"even",1.68372446895287
"434",209,"Pink","BC South (no Fraser)","BC South","BC South",1986,1358698,2868493,1,"even",0.747259916505235
"436",209,"Pink","BC South (no Fraser)","BC South","BC South",1988,1874016,7518783,1,"even",1.389320568092
"438",209,"Pink","BC South (no Fraser)","BC South","BC South",1990,3465219,3597871,1,"even",0.0375664475259763
"440",209,"Pink","BC South (no Fraser)","BC South","BC South",1992,2375842,1504524,1,"even",-0.456875331868491
"442",209,"Pink","BC South (no Fraser)","BC South","BC South",1994,1263668,2554228,1,"even",0.703731422360378
"444",209,"Pink","BC South (no Fraser)","BC South","BC South",1996,2476033,2319421,1,"even",-0.0653400971166524
"446",209,"Pink","BC South (no Fraser)","BC South","BC South",1998,2193380,6478855,1,"even",1.08310006418195
"448",209,"Pink","BC South (no Fraser)","BC South","BC South",2000,5021355,1041069,1,"even",-1.57345174774343
"450",209,"Pink","BC South (no Fraser)","BC South","BC South",2002,891317,1579978,1,"even",0.572466057654888
"452",209,"Pink","BC South (no Fraser)","BC South","BC South",2004,1466179,646666,1,"even",-0.818585043486964
"454",209,"Pink","BC South (no Fraser)","BC South","BC South",2006,586250,554342,1,"even",-0.0559644949622165
"456",209,"Pink","BC South (no Fraser)","BC South","BC South",2008,537051,1409385,1,"even",0.96481565594321
"799",221,"Pink","S SEAK","SEAK","SEAK",1960,1645698,18018178,1,"even",2.3932165268602
"801",221,"Pink","S SEAK","SEAK","SEAK",1962,7277750,18498952,1,"even",0.932892333327226
"803",221,"Pink","S SEAK","SEAK","SEAK",1964,7241005,24066918,1,"even",1.20107819147063
"805",221,"Pink","S SEAK","SEAK","SEAK",1966,8505363,22660571,1,"even",0.97992954815716
"807",221,"Pink","S SEAK","SEAK","SEAK",1968,7466695,11799014,1,"even",0.457563503829769
"809",221,"Pink","S SEAK","SEAK","SEAK",1970,6428255,15278598,1,"even",0.865749908320693
"811",221,"Pink","S SEAK","SEAK","SEAK",1972,6125953,9844298,1,"even",0.474358068153297
"813",221,"Pink","S SEAK","SEAK","SEAK",1974,5623493,13648641,1,"even",0.886686955150159
"815",221,"Pink","S SEAK","SEAK","SEAK",1976,8486705,28963338,1,"even",1.22753000196606
"817",221,"Pink","S SEAK","SEAK","SEAK",1978,10538360,25022308,1,"even",0.864745813703709
"819",221,"Pink","S SEAK","SEAK","SEAK",1980,12098035,23055870,1,"even",0.644877358075037
"821",221,"Pink","S SEAK","SEAK","SEAK",1982,10094798,38863370,1,"even",1.34803192009508
"823",221,"Pink","S SEAK","SEAK","SEAK",1984,19186855,73580617,1,"even",1.34415622592508
"825",221,"Pink","S SEAK","SEAK","SEAK",1986,28561160,17230952,1,"even",-0.50534045141296
"827",221,"Pink","S SEAK","SEAK","SEAK",1988,8176163,39534645,1,"even",1.57595440643538
"829",221,"Pink","S SEAK","SEAK","SEAK",1990,12851393,32723774,1,"even",0.934649637246295
"831",221,"Pink","S SEAK","SEAK","SEAK",1992,13714198,34227825,1,"even",0.914607263210834
"833",221,"Pink","S SEAK","SEAK","SEAK",1994,13167560,83426596,1,"even",1.84621092637174
"835",221,"Pink","S SEAK","SEAK","SEAK",1996,29750273,41128808,1,"even",0.323870492123372
"837",221,"Pink","S SEAK","SEAK","SEAK",1998,17380043,25882720,1,"even",0.398252970631356
"839",221,"Pink","S SEAK","SEAK","SEAK",2000,13505943,45432341,1,"even",1.21309439747257
"841",221,"Pink","S SEAK","SEAK","SEAK",2002,22113080,41564106,1,"even",0.631067669620935
"843",221,"Pink","S SEAK","SEAK","SEAK",2004,20639850,14086080,1,"even",-0.382036597440019
"845",221,"Pink","S SEAK","SEAK","SEAK",2006,10818898,29374172,1,"even",0.998821365030416
"847",221,"Pink","S SEAK","SEAK","SEAK",2008,15735923,28551949,1,"even",0.595779012135286
"850",222,"Pink","N SEAK Outside","SEAK","SEAK",1960,344205,399494,1,"even",0.148961336210031
"852",222,"Pink","N SEAK Outside","SEAK","SEAK",1962,334630,404449,1,"even",0.189500203139146
"854",222,"Pink","N SEAK Outside","SEAK","SEAK",1964,328803,159136,1,"even",-0.725699604695664
"856",222,"Pink","N SEAK Outside","SEAK","SEAK",1966,130035,111655,1,"even",-0.152389884901863
"858",222,"Pink","N SEAK Outside","SEAK","SEAK",1968,51895,213220,1,"even",1.41310205010508
"860",222,"Pink","N SEAK Outside","SEAK","SEAK",1970,145265,356042,1,"even",0.896489040797549
"862",222,"Pink","N SEAK Outside","SEAK","SEAK",1972,306308,532619,1,"even",0.553215215112907
"864",222,"Pink","N SEAK Outside","SEAK","SEAK",1974,470398,758496,1,"even",0.477758380333734
"866",222,"Pink","N SEAK Outside","SEAK","SEAK",1976,652855,956662,1,"even",0.38209508947304
"868",222,"Pink","N SEAK Outside","SEAK","SEAK",1978,794675,639867,1,"even",-0.21667288378162
"870",222,"Pink","N SEAK Outside","SEAK","SEAK",1980,530225,2033582,1,"even",1.34425260433642
"872",222,"Pink","N SEAK Outside","SEAK","SEAK",1982,1530970,3397864,1,"even",0.797245477457879
"874",222,"Pink","N SEAK Outside","SEAK","SEAK",1984,2123058,1040062,1,"even",-0.713577175417398
"876",222,"Pink","N SEAK Outside","SEAK","SEAK",1986,827743,484093,1,"even",-0.536425682713225
"878",222,"Pink","N SEAK Outside","SEAK","SEAK",1988,417488,933788,1,"even",0.804993630373901
"880",222,"Pink","N SEAK Outside","SEAK","SEAK",1990,745900,1747889,1,"even",0.851572510093915
"882",222,"Pink","N SEAK Outside","SEAK","SEAK",1992,1315178,4296109,1,"even",1.18373771163821
"884",222,"Pink","N SEAK Outside","SEAK","SEAK",1994,3300273,5736249,1,"even",0.552800320073522
"886",222,"Pink","N SEAK Outside","SEAK","SEAK",1996,3878028,9561585,1,"even",0.90242673128892
"888",222,"Pink","N SEAK Outside","SEAK","SEAK",1998,3708033,6389979,1,"even",0.544229434658685
"890",222,"Pink","N SEAK Outside","SEAK","SEAK",2000,3832783,8748619,1,"even",0.825304688164624
"892",222,"Pink","N SEAK Outside","SEAK","SEAK",2002,5741703,7728965,1,"even",0.297219103491745
"894",222,"Pink","N SEAK Outside","SEAK","SEAK",2004,5469000,7438618,1,"even",0.307589294538026
"896",222,"Pink","N SEAK Outside","SEAK","SEAK",2006,4895000,6163691,1,"even",0.230461510433002
"898",222,"Pink","N SEAK Outside","SEAK","SEAK",2008,4325598,8820148,1,"even",0.71248825320132
"901",223,"Pink","N SEAK Inside","SEAK","SEAK",1960,2603720,4036435,1,"even",0.438420684980523
"903",223,"Pink","N SEAK Inside","SEAK","SEAK",1962,3612000,11443558,1,"even",1.1531653160281
"905",223,"Pink","N SEAK Inside","SEAK","SEAK",1964,4236930,10570049,1,"even",0.91418548524848
"907",223,"Pink","N SEAK Inside","SEAK","SEAK",1966,5811193,16161773,1,"even",1.02286287700762
"909",223,"Pink","N SEAK Inside","SEAK","SEAK",1968,6339855,10316097,1,"even",0.486849593319084
"911",223,"Pink","N SEAK Inside","SEAK","SEAK",1970,5139565,8678387,1,"even",0.523867236375203
"913",223,"Pink","N SEAK Inside","SEAK","SEAK",1972,5490673,3817647,1,"even",-0.363416570283765
"915",223,"Pink","N SEAK Inside","SEAK","SEAK",1974,3215913,1811216,1,"even",-0.574112855802026
"917",223,"Pink","N SEAK Inside","SEAK","SEAK",1976,1773183,7315369,1,"even",1.41720124083657
"919",223,"Pink","N SEAK Inside","SEAK","SEAK",1978,4695440,5396335,1,"even",0.139128194453897
"921",223,"Pink","N SEAK Inside","SEAK","SEAK",1980,4073700,16962625,1,"even",1.42646071693987
"923",223,"Pink","N SEAK Inside","SEAK","SEAK",1982,6193753,9193765,1,"even",0.394984333454171
"925",223,"Pink","N SEAK Inside","SEAK","SEAK",1984,5460488,5443673,1,"even",-0.00308414619494862
"927",223,"Pink","N SEAK Inside","SEAK","SEAK",1986,4512388,6666315,1,"even",0.39024073008817
"929",223,"Pink","N SEAK Inside","SEAK","SEAK",1988,4702210,12470006,1,"even",0.975293629880011
"931",223,"Pink","N SEAK Inside","SEAK","SEAK",1990,7031375,25200367,1,"even",1.27647628087895
"933",223,"Pink","N SEAK Inside","SEAK","SEAK",1992,9700373,51319856,1,"even",1.66591339544162
"935",223,"Pink","N SEAK Inside","SEAK","SEAK",1994,16114790,20793396,1,"even",0.254897952448247
"937",223,"Pink","N SEAK Inside","SEAK","SEAK",1996,11730148,25125652,1,"even",0.761727036484705
"939",223,"Pink","N SEAK Inside","SEAK","SEAK",1998,12279220,14877704,1,"even",0.191955313637703
"941",223,"Pink","N SEAK Inside","SEAK","SEAK",2000,9562700,32670749,1,"even",1.22861003761558
"943",223,"Pink","N SEAK Inside","SEAK","SEAK",2002,13681525,35156466,1,"even",0.943762173230384
"945",223,"Pink","N SEAK Inside","SEAK","SEAK",2004,13030943,15687678,1,"even",0.185548803472611
"947",223,"Pink","N SEAK Inside","SEAK","SEAK",2006,9891978,4114695,1,"even",-0.877159413331758
"949",223,"Pink","N SEAK Inside","SEAK","SEAK",2008,3682113,14567041,1,"even",1.37527473886131
"1019",226,"Pink","PWS","PWS","PWS",1960,3872483,12527895,1,"even",1.17406185461701
"1021",226,"Pink","PWS","PWS","PWS",1962,5785579,9486942,1,"even",0.494547884695124
"1023",226,"Pink","PWS","PWS","PWS",1964,5280046,6779607,1,"even",0.24998432586909
"1025",226,"Pink","PWS","PWS","PWS",1966,4080189,5767850,1,"even",0.346156083224067
"1027",226,"Pink","PWS","PWS","PWS",1968,3315682,5617393,1,"even",0.527204343275515
"1029",226,"Pink","PWS","PWS","PWS",1970,2807397,1893028,1,"even",-0.394080056058817
"1031",226,"Pink","PWS","PWS","PWS",1972,1838245,3195677,1,"even",0.552987646854693
"1033",226,"Pink","PWS","PWS","PWS",1974,2746904,5061072,1,"even",0.611103859280884
"1035",226,"Pink","PWS","PWS","PWS",1976,2042081,5335368,1,"even",0.960388474870146
"1037",226,"Pink","PWS","PWS","PWS",1978,2165671,16058329,1,"even",2.00349741163099
"1039",226,"Pink","PWS","PWS","PWS",1980,3139455,20246569,1,"even",1.86393612912184
"1041",226,"Pink","PWS","PWS","PWS",1982,5301370,27866302,1,"even",1.65945286749134
"1043",226,"Pink","PWS","PWS","PWS",1984,10234627,7404669,1,"even",-0.323666027679843
"1045",226,"Pink","PWS","PWS","PWS",1986,2826646,3580072,1,"even",0.236292062153995
"1047",226,"Pink","PWS","PWS","PWS",1988,2784300,15231063,1,"even",1.69934046563846
"1049",226,"Pink","PWS","PWS","PWS",1990,3543306,2418285,1,"even",-0.382001578387149
"1051",226,"Pink","PWS","PWS","PWS",1992,1555439,7297728,1,"even",1.5458052459343
"1053",226,"Pink","PWS","PWS","PWS",1994,4040370,7269432,1,"even",0.587341887256787
"1055",226,"Pink","PWS","PWS","PWS",1996,4252683,7925573,1,"even",0.622544542117072
"1057",226,"Pink","PWS","PWS","PWS",1998,4071402,10487301,1,"even",0.946177684760889
"1059",226,"Pink","PWS","PWS","PWS",2000,4756388,3025531,1,"even",-0.452401943393575
"1061",226,"Pink","PWS","PWS","PWS",2002,2704063,8675473,1,"even",1.16574439211632
"1063",226,"Pink","PWS","PWS","PWS",2004,5737165,5537896,1,"even",-0.0353505406527523
"1065",226,"Pink","PWS","PWS","PWS",2006,3413995,3900803,1,"even",0.133299269564057
"1067",226,"Pink","PWS","PWS","PWS",2008,2472530,7899360,1,"even",1.16153982562378
"1349",235,"Pink","Chignik Bay","Chignik","Chignik",1962,30000,143600,1,"even",1.56583427495197
"1351",235,"Pink","Chignik Bay","Chignik","Chignik",1964,20000,89600,1,"even",1.49962304642689
"1353",235,"Pink","Chignik Bay","Chignik","Chignik",1966,71300,311600,1,"even",1.47482398657634
"1355",235,"Pink","Chignik Bay","Chignik","Chignik",1968,81400,89900,1,"even",0.09932266846908
"1357",235,"Pink","Chignik Bay","Chignik","Chignik",1970,43600,37400,1,"even",-0.153386445934502
"1359",235,"Pink","Chignik Bay","Chignik","Chignik",1972,5800,37500,1,"even",1.86648301542399
"1361",235,"Pink","Chignik Bay","Chignik","Chignik",1974,4000,121100,1,"even",3.41032228943916
"1363",235,"Pink","Chignik Bay","Chignik","Chignik",1976,12300,147800,1,"even",2.48626074613573
"1365",235,"Pink","Chignik Bay","Chignik","Chignik",1978,10700,183912,1,"even",2.84421364086835
"1367",235,"Pink","Chignik Bay","Chignik","Chignik",1980,3000,85373,1,"even",3.34841760288696
"1369",235,"Pink","Chignik Bay","Chignik","Chignik",1982,2400,288378,1,"even",4.78880338220684
"1375",235,"Pink","Chignik Bay","Chignik","Chignik",1988,22400,100528,1,"even",1.5013753367996
"1377",235,"Pink","Chignik Bay","Chignik","Chignik",1990,6000,233905,1,"even",3.66315558079029
"1379",235,"Pink","Chignik Bay","Chignik","Chignik",1992,55800,135225,1,"even",0.885166188370225
"1381",235,"Pink","Chignik Bay","Chignik","Chignik",1994,75800,44904,1,"even",-0.523571415008428
"1383",235,"Pink","Chignik Bay","Chignik","Chignik",1996,43100,50454,1,"even",0.157539032969114
"1385",235,"Pink","Chignik Bay","Chignik","Chignik",1998,24400,55467,1,"even",0.821205117017169
"1387",235,"Pink","Chignik Bay","Chignik","Chignik",2000,27400,27170,1,"even",-0.00842958995576816
"1389",235,"Pink","Chignik Bay","Chignik","Chignik",2002,16917,29678,1,"even",0.56208699709078
"1391",235,"Pink","Chignik Bay","Chignik","Chignik",2004,27300,89820,1,"even",1.19092096546868
"1393",235,"Pink","Chignik Bay","Chignik","Chignik",2006,27401,302285,1,"even",2.40079077189271
"1395",235,"Pink","Chignik Bay","Chignik","Chignik",2008,69841,38703,1,"even",-0.590304113459883
"1401",236,"Pink","Central Chig","Chignik","Chignik",1962,83900,203000,1,"even",0.883580365568627
"1403",236,"Pink","Central Chig","Chignik","Chignik",1964,131100,80000,1,"even",-0.493933756095773
"1405",236,"Pink","Central Chig","Chignik","Chignik",1966,62600,111500,1,"even",0.577259312794121
"1407",236,"Pink","Central Chig","Chignik","Chignik",1968,66100,88600,1,"even",0.292963110753395
"1409",236,"Pink","Central Chig","Chignik","Chignik",1970,60700,3900,1,"even",-2.74496714492985
"1411",236,"Pink","Central Chig","Chignik","Chignik",1972,3100,31900,1,"even",2.3312038982997
"1413",236,"Pink","Central Chig","Chignik","Chignik",1974,9800,82600,1,"even",2.13162729485041
"1415",236,"Pink","Central Chig","Chignik","Chignik",1976,66000,162400,1,"even",0.900407685701152
"1417",236,"Pink","Central Chig","Chignik","Chignik",1978,101200,208082,1,"even",0.720833475928651
"1419",236,"Pink","Central Chig","Chignik","Chignik",1980,99400,106706,1,"even",0.0709252754915621
"1421",236,"Pink","Central Chig","Chignik","Chignik",1982,26100,141250,1,"even",1.6885960556979
"1423",236,"Pink","Central Chig","Chignik","Chignik",1984,94000,166027,1,"even",0.568855643462774
"1425",236,"Pink","Central Chig","Chignik","Chignik",1986,121900,534770,1,"even",1.47863571143041
"1427",236,"Pink","Central Chig","Chignik","Chignik",1988,216400,365577,1,"even",0.52434838034427
"1429",236,"Pink","Central Chig","Chignik","Chignik",1990,131900,429550,1,"even",1.1806940893608
"1431",236,"Pink","Central Chig","Chignik","Chignik",1992,223800,278049,1,"even",0.217044561273827
"1433",236,"Pink","Central Chig","Chignik","Chignik",1994,178900,257817,1,"even",0.365423040407452
"1435",236,"Pink","Central Chig","Chignik","Chignik",1996,237100,444632,1,"even",0.628764980677491
"1437",236,"Pink","Central Chig","Chignik","Chignik",1998,210900,417517,1,"even",0.682941174540077
"1439",236,"Pink","Central Chig","Chignik","Chignik",2000,146100,103335,1,"even",-0.346315181043385
"1441",236,"Pink","Central Chig","Chignik","Chignik",2002,85755,257002,1,"even",1.09758947358206
"1443",236,"Pink","Central Chig","Chignik","Chignik",2004,257000,115901,1,"even",-0.79633970645904
"1445",236,"Pink","Central Chig","Chignik","Chignik",2006,36175,486948,1,"even",2.59978906868336
"1447",236,"Pink","Central Chig","Chignik","Chignik",2008,117650,235658,1,"even",0.694667486272789
"1453",237,"Pink","E Chig","Chignik","Chignik",1962,401700,1857200,1,"even",1.53111971478053
"1455",237,"Pink","E Chig","Chignik","Chignik",1964,605700,688400,1,"even",0.127985250350483
"1457",237,"Pink","E Chig","Chignik","Chignik",1966,302200,913700,1,"even",1.10641324016594
"1459",237,"Pink","E Chig","Chignik","Chignik",1968,390300,470600,1,"even",0.187092802106693
"1461",237,"Pink","E Chig","Chignik","Chignik",1970,201700,28800,1,"even",-1.94640605781827
"1463",237,"Pink","E Chig","Chignik","Chignik",1972,15900,76800,1,"even",1.57488553092744
"1465",237,"Pink","E Chig","Chignik","Chignik",1974,76200,257600,1,"even",1.2180465315376
"1467",237,"Pink","E Chig","Chignik","Chignik",1976,228800,396100,1,"even",0.548818445122228
"1469",237,"Pink","E Chig","Chignik","Chignik",1978,309300,898010,1,"even",1.06586952440663
"1471",237,"Pink","E Chig","Chignik","Chignik",1980,425500,390574,1,"even",-0.0856474960464616
"1473",237,"Pink","E Chig","Chignik","Chignik",1982,301500,544215,1,"even",0.590574373197853
"1475",237,"Pink","E Chig","Chignik","Chignik",1984,486500,630335,1,"even",0.259014522464441
"1477",237,"Pink","E Chig","Chignik","Chignik",1986,580700,2011766,1,"even",1.24253394989112
"1479",237,"Pink","E Chig","Chignik","Chignik",1988,1005400,851974,1,"even",-0.16558474132672
"1481",237,"Pink","E Chig","Chignik","Chignik",1990,811400,1501219,1,"even",0.615271572949859
"1483",237,"Pink","E Chig","Chignik","Chignik",1992,1318100,876252,1,"even",-0.408292863918587
"1485",237,"Pink","E Chig","Chignik","Chignik",1994,863300,1066801,1,"even",0.21165747444877
"1487",237,"Pink","E Chig","Chignik","Chignik",1996,1059600,1339925,1,"even",0.234722163831401
"1489",237,"Pink","E Chig","Chignik","Chignik",1998,1273200,821200,1,"even",-0.438522010263159
"1491",237,"Pink","E Chig","Chignik","Chignik",2000,810700,777710,1,"even",-0.0415443679467327
"1493",237,"Pink","E Chig","Chignik","Chignik",2002,777710,601900,1,"even",-0.256262385493204
"1495",237,"Pink","E Chig","Chignik","Chignik",2004,601900,275415,1,"even",-0.781812267511465
"1497",237,"Pink","E Chig","Chignik","Chignik",2006,195950,819400,1,"even",1.43071284046713
"1499",237,"Pink","E Chig","Chignik","Chignik",2008,402880,271764,1,"even",-0.393704708242385
"1505",238,"Pink","W Chig","Chignik","Chignik",1962,242000,277900,1,"even",0.138323610591772
"1507",238,"Pink","W Chig","Chignik","Chignik",1964,165000,352500,1,"even",0.759105148351743
"1509",238,"Pink","W Chig","Chignik","Chignik",1966,179300,446900,1,"even",0.913274475328319
"1511",238,"Pink","W Chig","Chignik","Chignik",1968,151300,644700,1,"even",1.44952047152226
"1513",238,"Pink","W Chig","Chignik","Chignik",1970,202000,23500,1,"even",-2.15126727625109
"1515",238,"Pink","W Chig","Chignik","Chignik",1972,8600,90800,1,"even",2.35689708234779
"1517",238,"Pink","W Chig","Chignik","Chignik",1974,77400,250000,1,"even",1.17247413726657
"1519",238,"Pink","W Chig","Chignik","Chignik",1976,114200,752700,1,"even",1.88571544481858
"1521",238,"Pink","W Chig","Chignik","Chignik",1978,333400,355960,1,"even",0.0654753946719678
"1523",238,"Pink","W Chig","Chignik","Chignik",1980,139500,648308,1,"even",1.53630129080946
"1525",238,"Pink","W Chig","Chignik","Chignik",1982,45900,361820,1,"even",2.06468173352662
"1527",238,"Pink","W Chig","Chignik","Chignik",1984,188000,244593,1,"even",0.263153641861531
"1529",238,"Pink","W Chig","Chignik","Chignik",1986,43800,1373782,1,"even",3.44568898196768
"1531",238,"Pink","W Chig","Chignik","Chignik",1988,232400,180110,1,"even",-0.25489224962879
"1533",238,"Pink","W Chig","Chignik","Chignik",1990,44300,667700,1,"even",2.71285429381273
"1535",238,"Pink","W Chig","Chignik","Chignik",1992,38800,286241,1,"even",1.99841386669691
"1537",238,"Pink","W Chig","Chignik","Chignik",1994,111600,321671,1,"even",1.05860823413552
"1539",238,"Pink","W Chig","Chignik","Chignik",1996,220800,493587,1,"even",0.804441820726337
"1541",238,"Pink","W Chig","Chignik","Chignik",1998,150400,236247,1,"even",0.451579456364789
"1543",238,"Pink","W Chig","Chignik","Chignik",2000,130100,122419,1,"even",-0.060853798728801
"1545",238,"Pink","W Chig","Chignik","Chignik",2002,85501,94340,1,"even",0.0983772060753649
"1547",238,"Pink","W Chig","Chignik","Chignik",2004,94340,193764,1,"even",0.719735645831369
"1549",238,"Pink","W Chig","Chignik","Chignik",2006,31800,1161942,1,"even",3.5983817324385
"1551",238,"Pink","W Chig","Chignik","Chignik",2008,99460,247716,1,"even",0.91252737538986
"1557",239,"Pink","Perryville","Chignik","Chignik",1962,155500,194600,1,"even",0.224300438132616
"1559",239,"Pink","Perryville","Chignik","Chignik",1964,72000,178200,1,"even",0.906240396020654
"1561",239,"Pink","Perryville","Chignik","Chignik",1966,90000,324800,1,"even",1.28339993795726
"1563",239,"Pink","Perryville","Chignik","Chignik",1968,128700,444000,1,"even",1.23834044783014
"1565",239,"Pink","Perryville","Chignik","Chignik",1970,72600,19800,1,"even",-1.29928298413026
"1567",239,"Pink","Perryville","Chignik","Chignik",1972,7800,60200,1,"even",2.04354861861923
"1569",239,"Pink","Perryville","Chignik","Chignik",1974,60200,194500,1,"even",1.17275981074373
"1571",239,"Pink","Perryville","Chignik","Chignik",1976,89300,438300,1,"even",1.59090211954231
